
	Du är en hjälpsam assistent vars uppgift är att skriva en Wikipedia-artikel om Världsmästerskapen i taekwondo 2022, skriv artikeln på svenska.
	Du får ENDAST använda nedanstående egenskapsvärdepar som din informationskälla.
	Du behöver inte förklara varför du inte kan skapa en fullständig wikipedia artikel eller om du inte vet så får du gissa så bra du kan. 
 	Jag vill ENDAST ha Wikipedia artikeln, jag behöver ingen information om hur du har skapat artikeln. 
  	Lägg inte till några nya källor. Skriv artikeln så likt Wikipedia som möjligt. Skriv artikeln så utförligt som möjligt.
	Svara på svenska.  

	label: 2022 World Taekwondo Championships
comment: The 2022 World Taekwondo Championships was the 25th edition of the World Taekwondo Championships and was held at the Centro Acuático CODE Metropolitano, in Guadalajara, Mexico from 13 to 20 November 2022. It was at first scheduled to be held in Cancún, Mexico. This was the second time after 2013, that Mexico has held the event.
name: 2022
wikiPageWikiLink: Makayla_Greenwood
wikiPageWikiLink: Category:World_Taekwondo_Championships
wikiPageWikiLink: Bae_Jun-seo
wikiPageWikiLink: Cecilia_Castro
wikiPageWikiLink: Tijana_Bogdanović
wikiPageWikiLink: 2013_World_Taekwondo_Championships
wikiPageWikiLink: Aaliyah_Powell
wikiPageWikiLink: Aleksandra_Perišić
wikiPageWikiLink: Crystal_Weekes
wikiPageWikiLink: Daniel_Quesada
wikiPageWikiLink: Daniela_Souza
wikiPageWikiLink: Edival_Pontes
wikiPageWikiLink: Feruza_Sadikova
wikiPageWikiLink: Firas_Katoussi
wikiPageWikiLink: Nikita_Rafalovich
wikiPageWikiLink: Niyaz_Pulatov
wikiPageWikiLink: Panipak_Wongpattanakit
wikiPageWikiLink: Park_Woo-hyeok
wikiPageWikiLink: Guadalajara
wikiPageWikiLink: Hatice_Kübra_İlgün
wikiPageWikiLink: Jade_Jones_(taekwondo)
wikiPageWikiLink: Jang_Jun
wikiPageWikiLink: Joan_Jorquera
wikiPageWikiLink: Svetlana_Osipova
wikiPageWikiLink: Marlene_Jahl
wikiPageWikiLink: Song_Zhaoxiang
wikiPageWikiLink: Mexico
wikiPageWikiLink: Milena_Titoneli
wikiPageWikiLink: Omar_Salim
wikiPageWikiLink: Rebecca_McGowan
wikiPageWikiLink: Seif_Eissa
wikiPageWikiLink: World_Taekwondo_Championships
wikiPageWikiLink: Andoni_Cintado
wikiPageWikiLink: Bryan_Salazar_(taekwondo)
wikiPageWikiLink: Chen_Po-yen
wikiPageWikiLink: César_Rodríguez_(taekwondo,_born_1994)
wikiPageWikiLink: Dana_Azran
wikiPageWikiLink: Dunya_Abutaleb
wikiPageWikiLink: Guo_Qing
wikiPageWikiLink: Huang_Ying-hsuan
wikiPageWikiLink: Ivana_Duvančić
wikiPageWikiLink: Iván_García_(taekwondo)
wikiPageWikiLink: Javad_Aghayev
wikiPageWikiLink: Kwon_Do-yun
wikiPageWikiLink: Lorena_Brandl
wikiPageWikiLink: Mehran_Barkhordari
wikiPageWikiLink: Meng_Mingkuan
wikiPageWikiLink: Reza_Kalhor
wikiPageWikiLink: Stefan_Takov
wikiPageWikiLink: Theopoula_Sarvanaki
wikiPageWikiLink: Zaid_Al-Halawani
wikiPageWikiLink: Zuo_Ju
wikiPageWikiLink: 2023_World_Taekwondo_Championships
silverAze: 0
silverCro: 0
silverSrb: 1
silverTpe: 1
silverUzb: 1
thumbnail: 2022_World_Taekwondo_Championships_logo.png?width=300
bronzeKsa: 1
bronzeTha: 1
bronzeTun: 2
goldKsa: 0
goldTha: 0
goldTun: 0
silverKsa: 0
silverTha: 0
silverTun: 0
bronzeEgy: 1
goldEgy: 0
silverEgy: 0
bronzeCol: 1
bronzeIsr: 0
bronzeJor: 1
goldCol: 0
goldIsr: 0
goldJor: 0
silverCol: 0
silverIsr: 1
silverJor: 0
bronzeTur: 1
goldTur: 0
silverTur: 1
bronzeChn: 1
bronzeGer: 1
bronzeHun: 0
bronzeIta: 0
bronzeKor: 1
bronzePur: 1
bronzeUsa: 0
dates: --11-20
flagTemplate: flagcountry
goldChn: 2
goldGer: 0
goldHun: 1
goldIta: 1
goldKor: 2
goldPur: 0
goldUsa: 1
location: Guadalajara, Mexico
next: 2023
previous: 2019
silverChn: 3
silverGer: 0
silverHun: 0
silverIta: 0
silverKor: 2
silverPur: 0
silverUsa: 0
size: 250
venue: Centro Acuático CODE Metropolitano
bronzeBra: 1
bronzeEsp: 2
bronzeMex: 2
goldBra: 0
goldEsp: 1
goldMex: 3
silverBra: 1
silverEsp: 2
silverMex: 1
bronzeAut: 1
bronzeBel: 0
bronzeGbr: 3
bronzeGre: 0
goldAut: 0
goldBel: 1
goldGbr: 0
goldGre: 0
silverAut: 0
silverBel: 0
silverGbr: 1
silverGre: 1
bronzeIri: 3
goldIri: 0
silverIri: 0
abstract: The 2022 World Taekwondo Championships was the 25th edition of the World Taekwondo Championships and was held at the Centro Acuático CODE Metropolitano, in Guadalajara, Mexico from 13 to 20 November 2022. It was at first scheduled to be held in Cancún, Mexico. This was the second time after 2013, that Mexico has held the event.
bronzeAze: 1
bronzeCro: 1
bronzeSrb: 2
bronzeTpe: 2
bronzeUzb: 2
goldAze: 0
goldCro: 1
goldSrb: 2
goldTpe: 0
goldUzb: 1
wasDerivedFrom: 2022_World_Taekwondo_Championships?oldid=1123238519&ns=0
wikiPageLength: 10053
isPrimaryTopicOf: 2022_World_Taekwondo_Championships
	
