
	Du är en hjälpsam assistent vars uppgift är att skriva en Wikipedia-artikel om Super Bowl LVI, skriv artikeln på svenska.
	Du får ENDAST använda nedanstående egenskapsvärdepar som din informationskälla.
	Du behöver inte förklara varför du inte kan skapa en fullständig wikipedia artikel eller om du inte vet så får du gissa så bra du kan. 
 	Jag vill ENDAST ha Wikipedia artikeln, jag behöver ingen information om hur du har skapat artikeln. 
  	Lägg inte till några nya källor. Skriv artikeln så likt Wikipedia som möjligt. Skriv artikeln så utförligt som möjligt.
	Svara på svenska.  

	type: Thing
wikiPageWikiLink: Universal_Pictures
wikiPageWikiLink: Uruguay
wikiPageWikiLink: Van_Jefferson
wikiPageWikiLink: Venezuela
wikiPageWikiLink: Verizon
wikiPageWikiLink: Von_Miller
wikiPageWikiLink: Vonn_Bell
wikiPageWikiLink: Delay_of_game
wikiPageWikiLink: Dot-com_commercials_during_Super_Bowl_XXXIV
wikiPageWikiLink: Down_(gridiron_football)
wikiPageWikiLink: ESPN_International
wikiPageWikiLink: Interception
wikiPageWikiLink: Electric_vehicles
wikiPageWikiLink: Super_Bowl_Ad_Meter
wikiPageWikiLink: Peacock_Premium
wikiPageWikiLink: 1116_SEN
wikiPageWikiLink: Category:2021_National_Football_League_season
wikiPageWikiLink: Category:2022_in_American_football
wikiPageWikiLink: 1981_San_Francisco_49ers_season
wikiPageWikiLink: 1990_Cincinnati_Bengals_season
wikiPageWikiLink: 1992_Winter_Olympics
wikiPageWikiLink: Colombia
wikiPageWikiLink: Commonwealth_of_Independent_States
wikiPageWikiLink: Comoros
wikiPageWikiLink: Cook_Islands
wikiPageWikiLink: Cooper_Kupp
wikiPageWikiLink: Costa_Rica
wikiPageWikiLink: Cris_Collinsworth
wikiPageWikiLink: Matt_Gay
wikiPageWikiLink: Matthew_Stafford
wikiPageWikiLink: Mauritius
wikiPageWikiLink: Mayotte
wikiPageWikiLink: Russia
wikiPageWikiLink: Rwanda
wikiPageWikiLink: Réseau_des_sports
wikiPageWikiLink: SARS-CoV-2_Omicron_variant
wikiPageWikiLink: Generation_X
wikiPageWikiLink: Gentlemen's_agreement
wikiPageWikiLink: Nielsen_ratings
wikiPageWikiLink: Timor_Leste
wikiPageWikiLink: Category:Events_in_Inglewood,_California
wikiPageWikiLink: Chris_Evans_(American_football)
wikiPageWikiLink: Cleveland_Browns
wikiPageWikiLink: Cleveland_Rams
wikiPageWikiLink: Coca-Cola
wikiPageWikiLink: Colin_Kaepernick
wikiPageWikiLink: El_Salvador
wikiPageWikiLink: Eleven_Sports
wikiPageWikiLink: Eli_Apple
wikiPageWikiLink: Eminem
wikiPageWikiLink: Equatorial_Guinea
wikiPageWikiLink: French_Guiana
wikiPageWikiLink: French_Polynesia
wikiPageWikiLink: Gabon
wikiPageWikiLink: Gene_Steratore
wikiPageWikiLink: Georgia_(country)
wikiPageWikiLink: Germaine_Pratt
wikiPageWikiLink: Germany
wikiPageWikiLink: Ghana
wikiPageWikiLink: Mola_(streaming_service)
wikiPageWikiLink: Montserrat
wikiPageWikiLink: Moon_Knight_(TV_series)
wikiPageWikiLink: Movistar_Plus+
wikiPageWikiLink: Mozambique
wikiPageWikiLink: NBC
wikiPageWikiLink: NBC_Olympic_broadcasts
wikiPageWikiLink: NBC_Sunday_Night_Football
wikiPageWikiLink: NFL_on_CBS
wikiPageWikiLink: NFL_on_NBC
wikiPageWikiLink: Namibia
wikiPageWikiLink: Conversion_(gridiron_football)
wikiPageWikiLink: Cryptocurrency
wikiPageWikiLink: The_Lord_of_the_Rings:_The_Rings_of_Power
wikiPageWikiLink: The_Lost_City_(2022_film)
wikiPageWikiLink: The_New_York_Times
wikiPageWikiLink: The_Sports_Network
wikiPageWikiLink: The_Star-Spangled_Banner
wikiPageWikiLink: 1945_NFL_Championship_Game
wikiPageWikiLink: 2018_Winter_Olympics
wikiPageWikiLink: 2019_Cincinnati_Bengals_season
wikiPageWikiLink: 2020_Los_Angeles_Dodgers_season
wikiPageWikiLink: 2020_NFL_Draft
wikiPageWikiLink: 2021_Arizona_Cardinals_season
wikiPageWikiLink: 2021_Cincinnati_Bengals_season
wikiPageWikiLink: Anderson_.Paak
wikiPageWikiLink: Andorra
wikiPageWikiLink: Andrew_Whitworth
wikiPageWikiLink: Anna_Kendrick
wikiPageWikiLink: Leonard_Floyd
wikiPageWikiLink: Lesotho
wikiPageWikiLink: Liberia
wikiPageWikiLink: Lift_Every_Voice_and_Sing
wikiPageWikiLink: Linear_television
wikiPageWikiLink: Logan_Wilson
wikiPageWikiLink: Los_Angeles_Chargers
wikiPageWikiLink: Los_Angeles_County,_California
wikiPageWikiLink: Los_Angeles_Memorial_Coliseum
wikiPageWikiLink: Lynwood,_California
wikiPageWikiLink: Madagascar
wikiPageWikiLink: Malawi
wikiPageWikiLink: Malaysia
wikiPageWikiLink: Mali
wikiPageWikiLink: Shrine_Auditorium
wikiPageWikiLink: Sierra_Leone
wikiPageWikiLink: Singapore
wikiPageWikiLink: Sky_Showcase
wikiPageWikiLink: Sky_Sports
wikiPageWikiLink: Snoop_Dogg
wikiPageWikiLink: SoFi_Stadium
wikiPageWikiLink: Stamford,_Connecticut
wikiPageWikiLink: Star+
wikiPageWikiLink: Sudan
wikiPageWikiLink: Zac_Taylor
wikiPageWikiLink: Zambia
wikiPageWikiLink: Zedd
wikiPageWikiLink: Zimbabwe
wikiPageWikiLink: Category:Super_Bowl
wikiPageWikiLink: Halfback_option_play
wikiPageWikiLink: Simultaneous_substitution
wikiPageWikiLink: Unsportsmanlike_conduct
wikiPageWikiLink: Micronesia
wikiPageWikiLink: Plaza_México_(Lynwood,_California)
wikiPageWikiLink: 2003_Carolina_Panthers_season
wikiPageWikiLink: Category:Sports_competitions_in_Inglewood,_California
wikiPageWikiLink: Austin_Corbett
wikiPageWikiLink: Australia
wikiPageWikiLink: Austria
wikiPageWikiLink: Azteca_7
wikiPageWikiLink: B._J._Hill_(American_football)
wikiPageWikiLink: BBC_One
wikiPageWikiLink: BBC_Radio_5_Live
wikiPageWikiLink: Balkans
wikiPageWikiLink: Barbados
wikiPageWikiLink: Barbie
wikiPageWikiLink: British_Virgin_Islands
wikiPageWikiLink: Brycen_Hopkins
wikiPageWikiLink: Budweiser
wikiPageWikiLink: Burkina_Faso
wikiPageWikiLink: Burundi
wikiPageWikiLink: C._J._Uzomah
wikiPageWikiLink: COVID-19_pandemic_in_California
wikiPageWikiLink: CTV_Television_Network
wikiPageWikiLink: Cayman_Islands
wikiPageWikiLink: Central_African_Republic
wikiPageWikiLink: Thursday_Night_Football
wikiPageWikiLink: Title_IX
wikiPageWikiLink: Togo
wikiPageWikiLink: Tokelau
wikiPageWikiLink: Tonga
wikiPageWikiLink: Travin_Howard
wikiPageWikiLink: Trey_Hendrickson
wikiPageWikiLink: Trey_Hopkins
wikiPageWikiLink: Tunisia
wikiPageWikiLink: Turkey
wikiPageWikiLink: Tuvalu
wikiPageWikiLink: Tyler_Boyd_(American_football)
wikiPageWikiLink: Tyler_Higbee
wikiPageWikiLink: USA_Today
wikiPageWikiLink: WKAQ-TV
wikiPageWikiLink: Walt_Disney_Studios_(division)
wikiPageWikiLink: Warner_Bros.
wikiPageWikiLink: Warren_Moon
wikiPageWikiLink: Western_Sahara
wikiPageWikiLink: Willie_McGinest
wikiPageWikiLink: Winning_Time
wikiPageWikiLink: Curacao
wikiPageWikiLink: Heisman_Trophy
wikiPageWikiLink: Laura_Okmin
wikiPageWikiLink: National_Football_League_Rookie_of_the_Year_Award
wikiPageWikiLink: NFL_on_Westwood_One_Sports
wikiPageWikiLink: 2015_Cincinnati_Bengals_season
wikiPageWikiLink: 2021_Kansas_City_Chiefs_season
wikiPageWikiLink: 2021_Las_Vegas_Raiders_season
wikiPageWikiLink: 2021_Los_Angeles_Rams_season
wikiPageWikiLink: 2021_NFL_Draft
wikiPageWikiLink: 2021_NFL_season
wikiPageWikiLink: 2021_San_Francisco_49ers_season
wikiPageWikiLink: 2021_Tampa_Bay_Buccaneers_season
wikiPageWikiLink: 2021_Tennessee_Titans_season
wikiPageWikiLink: 2022_Winter_Olympics
wikiPageWikiLink: 50_Cent
wikiPageWikiLink: 5G
wikiPageWikiLink: 7mate
wikiPageWikiLink: 7plus
wikiPageWikiLink: A'Shawn_Robinson
wikiPageWikiLink: AMC+
wikiPageWikiLink: AT&T_Stadium
wikiPageWikiLink: Aaron_Donald
wikiPageWikiLink: 2006_Indianapolis_Colts_season
wikiPageWikiLink: Air_Combat_Command
wikiPageWikiLink: Al_Michaels
wikiPageWikiLink: Amazon_Prime_Video
wikiPageWikiLink: Ambulance_(2022_film)
wikiPageWikiLink: America_the_Beautiful
wikiPageWikiLink: American_Football_Conference
wikiPageWikiLink: American_Sign_Language
wikiPageWikiLink: American_football
wikiPageWikiLink: D._J._Reader
wikiPageWikiLink: DAZN
wikiPageWikiLink: DC_Extended_Universe
wikiPageWikiLink: Darious_Williams
wikiPageWikiLink: Darrell_Henderson
wikiPageWikiLink: Dr._Dre
wikiPageWikiLink: ESPN_(Brazil)
wikiPageWikiLink: ESPN_(Latin_America)
wikiPageWikiLink: Eastern_Time_Zone
wikiPageWikiLink: Ecuador
wikiPageWikiLink: Eric_Weddle
wikiPageWikiLink: Eritrea
wikiPageWikiLink: Ernest_Jones_(linebacker)
wikiPageWikiLink: Eswatini
wikiPageWikiLink: Ethiopia
wikiPageWikiLink: Evan_McPherson
wikiPageWikiLink: Exposition_Park,_Los_Angeles
wikiPageWikiLink: Falkland_Islands
wikiPageWikiLink: Federated_States_of_Micronesia
wikiPageWikiLink: Field_goal
wikiPageWikiLink: Figueroa_Street
wikiPageWikiLink: Fiji
wikiPageWikiLink: Football_Night_in_America
wikiPageWikiLink: France
wikiPageWikiLink: Nick_Scott_(American_football)
wikiPageWikiLink: Nigeria
wikiPageWikiLink: Nippon_TV
wikiPageWikiLink: Niue
wikiPageWikiLink: Nope_(film)
wikiPageWikiLink: P-51_Mustang
wikiPageWikiLink: Pacific_Time_Zone
wikiPageWikiLink: Palau
wikiPageWikiLink: Palm_trees
wikiPageWikiLink: Panama
wikiPageWikiLink: Papua_New_Guinea
wikiPageWikiLink: Paraguay
wikiPageWikiLink: Paramount_Pictures
wikiPageWikiLink: Pasadena,_California
wikiPageWikiLink: Disc_jockey
wikiPageWikiLink: Category:American_football_in_Inglewood,_California
wikiPageWikiLink: Category:Cincinnati_Bengals_postseason
wikiPageWikiLink: False_start
wikiPageWikiLink: Gerard_Whateley
wikiPageWikiLink: Gold_medal
wikiPageWikiLink: Sunset
wikiPageWikiLink: National_Football_League_Comeback_Player_of_the_Year_Award
wikiPageWikiLink: List_of_Super_Bowl_lead-out_programs
wikiPageWikiLink: Punt_(gridiron_football)
wikiPageWikiLink: Red_zone_(gridiron_football)
wikiPageWikiLink: Wide_receiver
wikiPageWikiLink: Category:2022_in_American_television
wikiPageWikiLink: Greg_Gaines_(defensive_lineman)
wikiPageWikiLink: Grenada
wikiPageWikiLink: Guadeloupe
wikiPageWikiLink: Guinea
wikiPageWikiLink: HBO_Max
wikiPageWikiLink: Haiti
wikiPageWikiLink: Hakeem_Adeniji
wikiPageWikiLink: Halle_Berry
wikiPageWikiLink: Hispanics_and_Latinos_in_California
wikiPageWikiLink: Isaiah_Prince
wikiPageWikiLink: Italy
wikiPageWikiLink: Ivory_Coast
wikiPageWikiLink: Ja'Marr_Chase
wikiPageWikiLink: Jalen_Ramsey
wikiPageWikiLink: Jamaica
wikiPageWikiLink: Japan
wikiPageWikiLink: Jaquiski_Tartt
wikiPageWikiLink: Jared_Goff
wikiPageWikiLink: Jay-Z
wikiPageWikiLink: Tanzania
wikiPageWikiLink: Taylor_Rapp
wikiPageWikiLink: Tee_Higgins
wikiPageWikiLink: Telemundo
wikiPageWikiLink: Telemundo_Internacional
wikiPageWikiLink: Televisa
wikiPageWikiLink: Televisa_Deportes_Network
wikiPageWikiLink: Counterprogramming_(television)
wikiPageWikiLink: Terry_McAulay
wikiPageWikiLink: The_Adam_Project
wikiPageWikiLink: The_Bahamas
wikiPageWikiLink: The_Gambia
wikiPageWikiLink: 2019–20_Los_Angeles_Lakers_season
wikiPageWikiLink: Argentina
wikiPageWikiLink: Arlington,_Texas
wikiPageWikiLink: Aruba
wikiPageWikiLink: AFC_Championship_Game
wikiPageWikiLink: AFC_North
wikiPageWikiLink: Achilles_tendon
wikiPageWikiLink: Chad
wikiPageWikiLink: Chicago
wikiPageWikiLink: Chidobe_Awuzie
wikiPageWikiLink: Chile
wikiPageWikiLink: Jessie_Bates
wikiPageWikiLink: Jessie_Bates_III
wikiPageWikiLink: Jhené_Aiko
wikiPageWikiLink: Jimmy_Garoppolo
wikiPageWikiLink: Joe_Burrow
wikiPageWikiLink: Joe_Mixon
wikiPageWikiLink: Joe_vs._Carole
wikiPageWikiLink: John_Madden
wikiPageWikiLink: Jurassic_World_Dominion
wikiPageWikiLink: Kathryn_Tappen
wikiPageWikiLink: Kendall_Blanton
wikiPageWikiLink: Kendrick_Lamar
wikiPageWikiLink: Kenya
wikiPageWikiLink: Kevin_Harlan
wikiPageWikiLink: Kevin_Huber
wikiPageWikiLink: L'Équipe_(TV_channel)
wikiPageWikiLink: LSU_Tigers_football
wikiPageWikiLink: Larry_Ogunjobi
wikiPageWikiLink: Latin_America
wikiPageWikiLink: Super_Bowl_50
wikiPageWikiLink: Super_Bowl_III
wikiPageWikiLink: Super_Bowl_LI
wikiPageWikiLink: Super_Bowl_LII
wikiPageWikiLink: Super_Bowl_LIII
wikiPageWikiLink: Super_Bowl_LIV
wikiPageWikiLink: Super_Bowl_LV
wikiPageWikiLink: Super_Bowl_Most_Valuable_Player_Award
wikiPageWikiLink: Super_Bowl_XIV
wikiPageWikiLink: Super_Bowl_XLVII_halftime_show
wikiPageWikiLink: Super_Bowl_XVI
wikiPageWikiLink: Super_Bowl_XXIII
wikiPageWikiLink: Super_Bowl_XXVI
wikiPageWikiLink: Super_Bowl_XXVII
wikiPageWikiLink: Super_Bowl_XXVIII
wikiPageWikiLink: Super_Bowl_XXXIV
wikiPageWikiLink: Super_Bowl_XXXVI_halftime_show
wikiPageWikiLink: São_Tomé_and_Príncipe
wikiPageWikiLink: TAP_Digital_Media_Ventures_Corporation
wikiPageWikiLink: TV_Azteca
wikiPageWikiLink: Coin_flipping
wikiPageWikiLink: F-22_Raptor
wikiPageWikiLink: Disneyland
wikiPageWikiLink: Djibouti
wikiPageWikiLink: Doctor_Strange_in_the_Multiverse_of_Madness
wikiPageWikiLink: Associated_Press_NFL_Offensive_Player_of_the_Year_Award
wikiPageWikiLink: Marshall_Islands
wikiPageWikiLink: Mary_J._Blige
wikiPageWikiLink: Mary_Mary
wikiPageWikiLink: COVID-19_testing
wikiPageWikiLink: Philippines
wikiPageWikiLink: Poland
wikiPageWikiLink: Portugal
wikiPageWikiLink: Somalia
wikiPageWikiLink: Sonic_the_Hedgehog_2_(film)
wikiPageWikiLink: Sony_Michel
wikiPageWikiLink: Sony_Pictures
wikiPageWikiLink: South_Africa
wikiPageWikiLink: South_Sudan
wikiPageWikiLink: Southern_California
wikiPageWikiLink: Spain
wikiPageWikiLink: Sport_Klub
wikiPageWikiLink: St._Louis
wikiPageWikiLink: St._Louis_Rams
wikiPageWikiLink: Warren_Snipe
wikiPageWikiLink: Hyundai_Motor_Company
wikiPageWikiLink: Indonesia
wikiPageWikiLink: Inglewood,_California
wikiPageWikiLink: Kiribati
wikiPageWikiLink: Kurt_Warner
wikiPageWikiLink: Mexico
wikiPageWikiLink: Michele_Tafoya
wikiPageWikiLink: Mickey_Guyton
wikiPageWikiLink: Mike_Golic
wikiPageWikiLink: Mike_Hilton
wikiPageWikiLink: Mike_Thomas_(wide_receiver,_born_1994)
wikiPageWikiLink: Mike_Tirico
wikiPageWikiLink: Millennial
wikiPageWikiLink: National_Football_Conference
wikiPageWikiLink: National_Football_League
wikiPageWikiLink: Netflix
wikiPageWikiLink: Netherlands
wikiPageWikiLink: New_England_Patriots
wikiPageWikiLink: New_Orleans_Saints
wikiPageWikiLink: New_York_Giants
wikiPageWikiLink: New_Zealand
wikiPageWikiLink: Odell_Beckham_Jr.
wikiPageWikiLink: Quinton_Spain
wikiPageWikiLink: Rai_1
wikiPageWikiLink: RedeTV!
wikiPageWikiLink: Sean_Forbes
wikiPageWikiLink: Sean_McVay
wikiPageWikiLink: Senegal
wikiPageWikiLink: Seven_Network
wikiPageWikiLink: Seychelles
wikiPageWikiLink: Yahoo!_Sports
wikiPageWikiLink: Major_professional_sports_leagues_in_the_United_States_and_Canada
wikiPageWikiLink: Unnecessary_roughness
wikiPageWikiLink: Vaccine_passports_during_the_COVID-19_pandemic
wikiPageWikiLink: Impact_of_the_COVID-19_pandemic_on_sports
wikiPageWikiLink: Quarterback_kneel
wikiPageWikiLink: Official_(gridiron_football)
wikiPageWikiLink: Old-school_rap
wikiPageWikiLink: St._Kitts_and_Nevis
wikiPageWikiLink: NFL_Draft
wikiPageWikiLink: TSN_Radio
wikiPageWikiLink: Super_Bowl_MVP
wikiPageWikiLink: Super_Bowl_XLV
wikiPageWikiLink: Ronald_Torbert
wikiPageWikiLink: Guinea_Bissau
wikiPageWikiLink: Super_Bowl_XLI_halftime_show
wikiPageWikiLink: Super_Bowl_commercials
wikiPageWikiLink: Super_Bowl_television_ratings
wikiPageWikiLink: Holding_(gridiron_football)
wikiPageWikiLink: Taking_the_knee
wikiPageWikiLink: St._Maarten
wikiPageWikiLink: A-10_Thunderbolt_II
wikiPageWikiLink: TalkSPORT
wikiPageWikiLink: Trinidad_&_Tobago
wikiPageWikiLink: St._Lucia
wikiPageWikiLink: F-35_Lightning_II
wikiPageWikiLink: St._Helena
wikiPageWikiLink: West_Coast_rap
wikiPageWikiLink: KN95
wikiPageWikiLink: Super_Bowl_halftime_show
wikiPageWikiLink: Three-and-out
wikiPageWikiLink: Home_stadium
wikiPageWikiLink: File:SoFi_Stadium_2021.jpg
wikiPageWikiLink: File:Cooper_Kupp.jpg
wikiPageWikiLink: File:Ja'Marr_Chase.jpg
wikiPageWikiLink: File:Joe_Burrow_Bengals.jpg
wikiPageWikiLink: File:LASBLVI2022.jpg
wikiPageWikiLink: File:Aaron_Donald_2020_(cropped).jpg
wikiPageWikiLink: File:Joe_Mixon_2019.jpg
wikiPageWikiLink: File:Sean_McVay_2019_(cropped2).jpg
wikiPageWikiLink: W:es:Vamos_por_M+
wikiPageExternalLink: CIN_Gamebook.pdf
wikiPageExternalLink: rams-at-bengals-2021-post-4
wikiPageExternalLink: CIN_Gamebook.pdf%7Curl-status=live
wikiPageExternalLink: CIN_Gamebook.pdf%7Cwebsite=NFL.com%7Cdate=February
wikiPageExternalLink: super-bowl%7COfficial
reference: CIN_Gamebook.pdf
reference: rams-at-bengals-2021-post-4
visitorPlace: 4
thumbnail: Super_Bowl_LVI_logo.png?width=300
drivetime: 101.0
drivetime: 12.0
drivetime: 157.0
drivetime: 215.0
drivetime: 257.0
drivetime: 263.0
drivetime: 288.0
drivetime: 424.0
2ptResult: failed
2ptType: pass
drivelength: 11
drivelength: 50
drivelength: 52
drivelength: 59
drivelength: 75
drivelength: 79
driveplays: 1
driveplays: 6
driveplays: 8
driveplays: 10
driveplays: 12
driveplays: 15
homename: CIN
kicker: Matt_Gay
kicker: Evan_McPherson
kicker: Gay
kicker: McPherson
kickresult: good
qb: Matthew_Stafford
qb: Joe_Burrow
qb: Joe_Mixon
qb: Stafford
quarter: 1
quarter: 2
quarter: 3
quarter: 4
receiver: Cooper_Kupp
receiver: Tee_Higgins
receiver: Odell_Beckham_Jr.
receiver: Higgins
receiver: Kupp
visitorname: LAR
yards: 1
yards: 6
yards: 11
yards: 17
yards: 29
yards: 38
yards: 41
yards: 75
tvannouncers: Al Michaels, Cris Collinsworth, Michele Tafoya and Kathryn Tappen
homeConf: American_Football_Conference
visitorConf: National_Football_Conference
announcers: Cris_Collinsworth
announcers: Al_Michaels
announcers: Terry_McAulay
announcers: Michele Tafoya and Kathryn Tappen
anthem: Mickey_Guyton
attendance: 70048
bg: eee
city: Inglewood,_California
coinToss: Billie_Jean_King
commercial: $6.5–7 million
date: 2022-02-13
h: 0
h: 3
h: 7
h: 10
halftime: Dr. Dre, Snoop Dogg, Eminem, Mary J. Blige and Kendrick Lamar featuring 50 Cent and Anderson .Paak
home: 0
home: 3
home: 10
home: 17
home: 20
home: 2021_Cincinnati_Bengals_season
home: Bengals
homeCoach: Zac_Taylor
homeRecord: 10
imageSize: 250
l: 5
l: 7
last: LV
mvp: Cooper_Kupp
mvp: Wide_receiver
network: NBC_Sunday_Night_Football
network: Telemundo
next: LVII
odds: Rams by 3.5
r: 3
r: 6
r: 7
rating: 36.7
rating: 36.9
rating: 46.1
rating: U.S. TV viewership: 112.3 million
referee: Ronald_Torbert
road: Rams
stadium: SoFi_Stadium
stadium: Inglewood,_California
state: expanded
team: CIN
team: LAR
time: 6
time: 28.0
time: 347.0
time: 358.0
time: 382.0
time: 615.0
time: 771.0
time: 85.0
time: 888.0
title: Los Angeles Rams vs. Cincinnati Bengals — Game summary
titlestyle: text-align:center; ;
tv: NFL_on_NBC
type: FG
type: RecTD
type: sb
visitor: 7
visitor: 13
visitor: 16
visitor: 23
visitor: 2021_Los_Angeles_Rams_season
visitorCoach: Sean_McVay
visitorRecord: 12
w: 10
w: 12
visitorAbbr: LAR
visitorQtr: 3
visitorQtr: 6
visitorQtr: 7
radioannouncers: Gene_Steratore
radioannouncers: Kevin_Harlan
radioannouncers: Kurt_Warner
radioannouncers: Laura Okmin and Mike Golic
homeAbbr: CIN
homeQtr: 0
homeQtr: 3
homeQtr: 7
homeQtr: 10
radio: NFL_on_Westwood_One_Sports
weather: Clear,
