
	Du är en hjälpsam assistent vars uppgift är att skriva en Wikipedia-artikel om Covid-19-protesterna i Kina 2022, skriv artikeln på svenska.
	Du får ENDAST använda nedanstående egenskapsvärdepar som din informationskälla.
	Du behöver inte förklara varför du inte kan skapa en fullständig wikipedia artikel eller om du inte vet så får du gissa så bra du kan. 
 	Jag vill ENDAST ha Wikipedia artikeln, jag behöver ingen information om hur du har skapat artikeln. 
  	Lägg inte till några nya källor. Skriv artikeln så likt Wikipedia som möjligt. Skriv artikeln så utförligt som möjligt.
	Svara på svenska.  

	type: Thing
wikiPageWikiLink: Xi_Jinping_Administration
wikiPageWikiLink: Xinjiang
wikiPageWikiLink: Xinjiang_Production_and_Construction_Corps
wikiPageWikiLink: Yale_University
wikiPageWikiLink: Riot
wikiPageWikiLink: Sport_utility_vehicle
wikiPageWikiLink: Virtual_private_network
wikiPageWikiLink: Neoauthoritarianism_(China)
wikiPageWikiLink: Student_activism
wikiPageWikiLink: List_of_websites_blocked_in_mainland_China
wikiPageWikiLink: Political_demonstration
wikiPageWikiLink: Rightful_resistance
wikiPageWikiLink: Victim_blaming
wikiPageWikiLink: Serve_the_people
wikiPageWikiLink: Han_ethnicity
wikiPageWikiLink: US_Ambassador_to_China
wikiPageWikiLink: Chinese_Lunar_New_Year
wikiPageWikiLink: Zero-COVID_policy
wikiPageWikiLink: File:2022_Chinese_University_Protest_List.jpg
wikiPageWikiLink: File:National_Emblem_of_the_People's_Republic_of_China_(2).svg
wikiPageWikiLink: File:Policemen_wearing_masks_patrolling_Wuhan_Tianhe_Airport_during_Wuhan_coronavirus_outbreak.jpg
wikiPageWikiLink: File:Toronto_Chinese_Consulate_Protest_November_27th,_2022.jpg
wikiPageWikiLink: File:Urumqi_Road_Sign_at_U_Chicago_Candlelight_Vigil.jpg
wikiPageWikiLink: File:Washington_DC_Chinese_student_protest_20221128.png
wikiPageWikiLink: File:Wulumuqi_Road_After_Protest.jpg
wikiPageWikiLink: File:西南交通大学学生悼念乌鲁木齐火灾逝者_10.jpg
wikiPageWikiLink: Wiktionary:不自由毋寧死
thumbnail: 2022_Urumqi_Protests.png?width=300
causes: * Chinese government response to COVID-19
* Zero-COVID policy
* Ürümqi fire
* Internet censorship
* Increasing government authoritarianism and Xi Jinping's third term
* Economic slowdown and lack of basic needs caused by lockdowns
* Workplace practices of Foxconn
date: --11-05
goals: * End of the zero-COVID policy
* Freedom of speech and freedom of the press
* Resignation of Xi Jinping
* End of the Chinese Communist Party's one-party rule
leadfigures: Xi Jinping
leadfigures: 
leadfigures: No centralized leadership
leadfigures: Chen Jining
leadfigures: Chen Min'er
leadfigures: Chen Wenqing
leadfigures: Chen Yixin
leadfigures: Ding Xuexiang
leadfigures: Wang Xiaohong
leadfigures: Zhao Kezhi
mapframe: yes
methods: Protests, protest songs, demonstrations, riots, civil unrest, student activism, internet activism
partof: protests over responses to the COVID-19 pandemic and democracy movements in China
place: Hong_Kong
place: Mainland_China
place: 
side: Protesters
side: Chinese Communist Party
*25px Central People's Government
* Law enforcement
**  People's Police
**  People's Armed Police
status: Ongoing
title: 2022
wasDerivedFrom: 2022_COVID-19_protests_in_China?oldid=1125006636&ns=0
wikiPageLength: 81271
isPrimaryTopicOf: 2022_COVID-19_protests_in_China
	
